ID,AttributeID,Name,Target,MP,Power,Count,Effect,MaxLV,LVUP,InheritancePoint
604,4,真理の雷,敵単体,7,180,0,,6,与えるダメージアップ,12
605,4,マハジオ,敵全体,5,80,0,,5,与えるダメージアップ,2
606,4,マハジオンガ,敵全体,6,100,0,,5,与えるダメージアップ,6
607,4,マハジオダイン,敵全体,7,120,0,,5,与えるダメージアップ,9
608,4,放電,敵ランダム,4,40,0,2-4回攻撃,5,与えるダメージアップ,7
609,4,ショックウェーブ,敵ランダム,5,50,0,2-4回攻撃,5,与えるダメージアップ,10
610,4,ミョルニル,敵ランダム,7,60,0,4-5回攻撃,1,-,0
801,5,ザン,敵単体,4,120,0,,6,与えるダメージアップ,1
802,5,ザンマ,敵単体,5,140,0,,6,与えるダメージアップ,6
803,5,殺風激,敵単体,7,180,0,,6,与えるダメージアップ,12
804,5,ザンダイン,敵単体,6,160,0,,6,与えるダメージアップ,9
805,5,マハザン,敵全体,5,80,0,,5,与えるダメージアップ,2
806,5,マハザンマ,敵全体,6,100,0,,5,与えるダメージアップ,6
807,5,マハザンダイン,敵全体,7,120,0,,5,与えるダメージアップ,9
808,5,ウィンドブレス,敵ランダム,4,40,0,2-4回攻撃,5,与えるダメージアップ,7
809,5,ツイスター,敵ランダム,5,50,0,2-4回攻撃,5,与えるダメージアップ,10
810,5,天叢雲剣,敵単体,7,205,0,3ターン味方全体の攻撃力20%アップ,1,-,0
1001,6,ハマ,敵単体,4,120,0,,6,与えるダメージアップ,1
1002,6,ハマオン,敵単体,5,140,0,,6,与えるダメージアップ,6
1003,6,ハマダイン,敵単体,6,160,0,,6,与えるダメージアップ,9
1004,6,裁きの雷火,敵単体,7,180,0,,6,与えるダメージアップ,12
1005,6,マハンマ,敵全体,5,80,0,,5,与えるダメージアップ,2
1006,6,マハンマオン,敵全体,6,100,0,,5,与えるダメージアップ,6
1007,6,マハンマダイン,敵全体,7,120,0,,5,与えるダメージアップ,9
1008,6,審判の光,敵ランダム,4,40,0,2-4回攻撃,5,与えるダメージアップ,7
1009,6,天罰,敵ランダム,5,50,0,2-4回攻撃,5,与えるダメージアップ,10
1010,6,ゴッドアロー,敵単体,7,200,1,50%の確率で即死。ボス相手では即死が発生しない。,1,-,0
1201,7,ムド,敵単体,4,120,0,,6,与えるダメージアップ,1
1202,7,ムドオン,敵単体,5,140,0,,6,与えるダメージアップ,6
1203,7,ムドダイン,敵単体,6,160,0,,6,与えるダメージアップ,9
1204,7,ヘルズアイ,敵単体,7,180,0,,6,与えるダメージアップ,12
1205,7,マハムド,敵全体,5,80,0,,5,与えるダメージアップ,2
1206,7,マハムドオン,敵全体,6,100,0,,5,与えるダメージアップ,6
1207,7,マハムドダイン,敵全体,7,120,0,,5,与えるダメージアップ,9
1208,7,イービルアイ,敵ランダム,4,40,0,2-4回攻撃,5,与えるダメージアップ,7
1209,7,煉獄,敵ランダム,5,50,0,2-4回攻撃,5,与えるダメージアップ,10
1210,7,死んでくれる？,敵単体,7,0,1,ダメージ無し。100％野確率で即死、ボス相手では即死が発生しない。,1,-,0
1211,7,肉体の解放,敵全体,7,90,0,魅了付与25%,1,-,0
1212,7,暴食の大罪,敵全体,7,130,0,合計ダメージの50%分自身のHPを回復,1,-,0
1401,8,吸血,敵単体,5,120,0,ダメージの25%分自身のHPを回復,6,確率でMP1返却,3
1402,8,デスタッチ,敵単体,6,140,0,ダメージの40%分自身のHPを回復,6,確率でMP1返却,6
1403,8,吸魔,敵単体,6,100,0,MPを1奪う,6,確率でMP1返却,3
1404,8,精神漏出,敵単体,5,80,0,MPを3奪う,1,-,6
1405,8,エナジードレイン,敵単体,7,100,0,ダメージの25%分自身のHPを回復し、MPを1奪う,6,確率でMP1返却,6
1406,8,ソウルドレイン,敵単体,8,140,0,ダメージの40%分自身のHPを回復し、MPを1奪う,6,確率でMP1返却,7
1407,8,メギド,敵全体,6,80,0,,6,与えるダメージアップ,5
1408,8,メギドラ,敵全体,7,100,0,,6,与えるダメージアップ,8
1409,8,メギドラオン,敵全体,8,120,0,,6,与えるダメージアップ,12
1410,8,ジャッジメント,敵全体,9,100,0,3ターン味方全体の攻撃力20%アップ,1,-,12
1411,8,混沌の海,敵全体,9,100,0,3ターン敵全体の防御力20%ダウン,1,-,12
1412,8,アポカリプス,敵全体,8,110,0,魔封付与30%,1,-,0
1413,8,明けの明星,敵全体,8,135,0,,1,-,0
1414,8,プララヤ,敵全体,8,125,0,,1,-,0
1415,8,魅了の神弓,敵単体,7,190,0,魅了付与45%,1,-,0
1416,8,シナイの神火,敵ランダム,7,45,0,5回攻撃,1,-,0
1601,9,ディア,味方単体,4,50,9,,6,回復量アップ,1
1602,9,ディアラ,味方単体,5,90,9,,6,回復量アップ,5
1603,9,ディアラマ,味方単体,6,130,9,,6,回復量アップ,8
1604,9,ディアラハン,味方単体,7,170,9,,6,回復量アップ,11
1605,9,メディア,味方全体,6,25,9,,4,回復量アップ,2
1606,9,メディラ,味方全体,7,60,9,,4,回復量アップ,5
1607,9,メディラマ,味方全体,8,95,9,,4,回復量アップ,8
1608,9,メディアラハン,味方全体,9,130,9,,4,回復量アップ,11
1609,9,メシアライザー,味方全体,10,95,3,全状態異常回復,1,-,15
1610,9,バロンダンス,味方全体,7,95,3,3ターン味方全体の攻撃力・防御力・回避・命中20%アップ,1,-,0
1611,9,リディア,味方単体,4,0,0,3回行動するまで行動前にHPを回復する状態を付与,1,-,8
1612,9,リカーム,味方単体,6,0,3,HP10%で復活,1,-,6
1613,9,サマリカーム,味方単体,8,0,1,HP100%で復活,1,-,8
1614,9,リカームドラ,味方全体,8,0,1,味方全体をHP100%で復活、自身は死亡する,1,-,10
1801,10,タルカジャ,味方全体,5,0,0,3ターン攻撃力20%アップ,5,確率でMP1返却,6
1802,10,ラクカジャ,味方全体,5,0,0,3ターン防御力20%アップ,5,確率でMP1返却,6
1803,10,スクカジャ,味方全体,5,0,0,3ターン回避・命中20%アップ,5,確率でMP1返却,6
1804,10,天孫降臨,味方全体,8,0,3,6ターン攻撃力・防御力・回避・命中20%アップ,1,-,0
1805,10,チャージ,自身,6,0,0,次の物理攻撃ダメージを増加,1,-,8
1806,10,コンセントレイト,自身,6,0,0,次の魔法攻撃ダメージを増加,1,-,8
1807,10,リベリオン,自身,6,0,0,次の物理攻撃を必ずクリティカルにする,1,-,8
1808,10,テトラカーン,味方全体,7,0,0,1ターン物理攻撃反射状態を付与,1,-,8
1809,10,マカラカーン,味方全体,7,0,0,1ターン魔法攻撃反射状態を付与,1,-,8
1810,10,バリア,味方単体,4,0,0,3ターンバリア状態を付与,1,-,8
1811,10,デクンダ,味方全体,5,0,0,味方全体のステータス弱体化状態を解除,5,確率でMP1返却,4
1812,10,反逆の魔象,自身,6,0,0,次に与える打撃型ダメージを125%増加させ、攻撃が必ずクリティカルになる。,1,-,8
2001,11,タルンダ,敵全体,5,0,0,3ターン攻撃力20%ダウン,5,確率でMP1返却,6
2002,11,ラクンダ,敵全体,5,0,0,3ターン防御力20%ダウン,5,確率でMP1返却,6
2003,11,スクンダ,敵全体,5,0,0,3ターン回避・命中20%ダウン,5,確率でMP1返却,6
2004,11,雄叫び,敵全体,6,0,0,3ターン攻撃力・防御力20%ダウン,5,確率でMP1返却,8
2005,11,フォッグブレス,敵全体,6,0,0,3ターン攻撃力・回避・命中20%ダウン,5,確率でMP1返却,8
2006,11,溶解ブレス,敵全体,6,0,0,3ターン防御力・回避・命中20%ダウン,5,確率でMP1返却,8
2007,11,ランダマイザ,敵全体,8,0,0,3ターン攻撃力・防御力・回避・命中20%ダウン,1,-,15
2008,11,デカジャ,敵全体,5,0,0,敵全体のステータス強化状態を解除,5,確率でMP1返却,4
2009,11,ディスコード,敵全体,3,0,0,チャージ・コンセントレイト状態解除,1,-,6
2010,11,リディアコワース,敵全体,3,0,0,リディア状態解除,1,-,6
2011,11,バリアコワース,敵全体,3,0,0,バリア解除,1,-,6
2012,11,テトラコワース,敵全体,3,0,0,物理攻撃反射状態を解除,1,-,6
2013,11,マカラコワース,敵全体,3,0,0,魔法攻撃反射状態を解除,1,-,6
2201,12,ポイズマ,敵単体,5,0,0,40%の確率で敵単体に毒状態を付与,5,状態異常付与率アップ,2
2202,12,ポイズマオン,敵単体,6,0,0,50%の確率で敵単体に毒状態を付与,5,状態異常付与率アップ,8
2203,12,マハポイズマ,敵全体,6,0,0,30%の確率で敵全体に毒状態を付与,3,状態異常付与率アップ,5
2204,12,マハポイズマオン,敵全体,7,0,0,40%の確率で敵全体に毒状態を付与,3,状態異常付与率アップ,9
2205,12,毒ガスブレス,敵ランダム,6,0,0,2-4回ランダムに30%の確率で毒状態を付与,3,状態異常付与率アップ,7
2206,12,シバブー,敵単体,5,0,0,40%の確率で敵単体に緊縛状態を付与,5,状態異常付与率アップ,2
2207,12,シバブオン,敵単体,6,0,0,50%の確率で敵単体に緊縛状態を付与,5,状態異常付与率アップ,8
2208,12,マハシバブー,敵全体,6,0,0,30%の確率で敵全体に緊縛状態を付与,3,状態異常付与率アップ,5
2209,12,マハシバブオン,敵全体,7,0,0,40%の確率で敵全体に緊縛状態を付与,3,状態異常付与率アップ,9
2210,12,バインドボイス,敵ランダム,6,0,0,2-4回ランダムに30%の確率で緊縛状態を付与,3,状態異常付与率アップ,7
2211,12,マリンカリン,敵単体,5,0,0,40%の確率で敵単体に魅了状態を付与,5,状態異常付与率アップ,2
2212,12,マリンカリオン,敵単体,6,0,0,50%の確率で敵単体に魅了状態を付与,5,状態異常付与率アップ,8
2213,12,マハマリンカリン,敵全体,6,0,0,30%の確率で敵全体に魅了状態を付与,3,状態異常付与率アップ,5
2214,12,マハマリンカリオン,敵全体,7,0,0,40%の確率で敵全体に魅了状態を付与,3,状態異常付与率アップ,9
2215,12,セクシーダンス,敵ランダム,6,0,0,2-4回ランダムに30%の確率で魅了状態を付与,3,状態異常付与率アップ,7
2216,12,マカジャマ,敵単体,5,0,0,40%の確率で敵単体に魔封状態を付与,5,状態異常付与率アップ,2
2217,12,マカジャマオン,敵単体,6,0,0,50%の確率で敵単体に魔封状態を付与,5,状態異常付与率アップ,8
2218,12,マハマカジャマ,敵全体,6,0,0,30%の確率で敵全体に魔封状態を付与,3,状態異常付与率アップ,5
2219,12,マハマカジャオン,敵全体,7,0,0,40%の確率で敵全体に魔封状態を付与,3,状態異常付与率アップ,9
2220,12,ホワイトノイズ,敵ランダム,6,0,0,2-4回ランダムに30%の確率で魔封状態を付与,3,付与確率3%アップ,7
2221,12,デゾレト,敵単体,5,0,0,70%の確率で敵単体に虚弱状態を付与,1,-,2
2222,12,デゾレトオン,敵単体,6,0,0,80%の確率で敵単体に虚弱状態を付与,1,-,8
2223,12,マハデゾレト,敵全体,6,0,0,60%の確率で敵全体に虚弱状態を付与,1,-,5
2224,12,マハデゾレトオン,敵全体,7,0,0,70%の確率で敵全体に虚弱状態を付与,1,-,9
2225,12,アウトブレイク,敵ランダム,6,0,0,2-4回ランダムに30%の確率で虚弱状態を付与,1,-,7
2226,12,ジュ,敵単体,5,0,0,50%の確率で敵単体に呪い状態を付与,5,状態異常付与率アップ,2
2227,12,ジュオン,敵単体,6,0,0,60%の確率で敵単体に呪い状態を付与,5,状態異常付与率アップ,8
2228,12,マハジュ,敵全体,6,0,0,40%の確率で敵全体に呪い状態を付与,1,-,5
2229,12,マハジュオン,敵全体,7,0,0,50%の確率で敵全体に呪い状態を付与,1,-,9
2230,12,祟り,敵ランダム,6,0,0,2-4回ランダムに40%の確率で呪い状態を付与,1,-,7
2401,13,ポズムディ,味方単体,3,0,0,味方単体の毒状態を解除する,1,-,1
2402,13,メポズムディ,味方全体,4,0,0,味方全体の毒状態を解除する,1,-,5
2403,13,パララディ,味方単体,3,0,0,味方単体の緊縛状態を解除する,1,-,1
2404,13,メパララディ,味方全体,4,0,0,味方全体の緊縛状態を解除する,1,-,5
2405,13,チャームディ,味方単体,3,0,0,味方単体の魅了状態を解除する,1,-,1
2406,13,メチャームディ,味方全体,4,0,0,味方全体の魅了状態を解除する,1,-,5
2407,13,クロズディ,味方単体,3,0,0,味方単体の魔封状態を解除する,1,-,1
2408,13,メクロズディ,味方全体,4,0,0,味方全体の魔封状態を解除する,1,-,5
2409,13,カースディ,味方単体,3,0,0,味方単体の呪い状態を解除する,1,-,1
2410,13,メカースディ,味方全体,4,0,0,味方全体の呪い状態を解除する,1,-,5
2411,13,ウィークディ,味方単体,3,0,0,味方単体の虚弱状態を解除する,1,-,1
2412,13,メウィークディ,味方全体,4,0,0,味方全体の虚弱状態を解除する,1,-,5
2413,13,アムリタ,味方単体,4,0,0,味方単体のすべての状態異常を解除する,1,-,3
2414,13,常世の祈り,味方全体,5,0,0,味方全体のすべての状態異常を解除する,5,-,8
2415,13,静寂の祈り,敵味方全体,7,0,0,敵味方全体のすべての状態異常を解除する,1,-,8
2601,14,物理耐性,自身,0,0,0,物理耐性を得る,1,-,12
2602,14,物理無効,自身,0,0,0,物理無効を得る,1,-,18
2603,14,物理吸収,自身,0,0,0,物理吸収を得る,1,-,30
2604,14,物理反射,自身,0,0,0,物理反射を得る,1,-,30
2605,14,火炎耐性,自身,0,0,0,火炎耐性を得る,1,-,8
2606,14,火炎無効,自身,0,0,0,火炎無効を得る,1,-,12
2607,14,火炎吸収,自身,0,0,0,火炎吸収を得る,1,-,20
2608,14,火炎反射,自身,0,0,0,火炎反射を得る,1,-,16
2609,14,氷結耐性,自身,0,0,0,氷結耐性を得る,1,-,8
2610,14,氷結無効,自身,0,0,0,氷結無効を得る,1,-,12
2611,14,氷結吸収,自身,0,0,0,氷結吸収を得る,1,-,20
2612,14,氷結反射,自身,0,0,0,氷結反射を得る,1,-,16
2613,14,電撃耐性,自身,0,0,0,電撃耐性を得る,1,-,8
2614,14,電撃無効,自身,0,0,0,電撃無効を得る,1,-,12
2615,14,電撃吸収,自身,0,0,0,電撃吸収を得る,1,-,20
2616,14,電撃反射,自身,0,0,0,電撃反射を得る,1,-,16
2617,14,衝撃耐性,自身,0,0,0,衝撃耐性を得る,1,-,8
2618,14,衝撃無効,自身,0,0,0,衝撃無効を得る,1,-,16
2619,14,衝撃吸収,自身,0,0,0,衝撃吸収を得る,1,-,20
2620,14,衝撃反射,自身,0,0,0,衝撃反射を得る,1,-,16
2621,14,破魔耐性,自身,0,0,0,破魔耐性を得る,1,-,8
2622,14,破魔無効,自身,0,0,0,破魔無効を得る,1,-,12
2623,14,破魔吸収,自身,0,0,0,破魔吸収を得る,1,-,20
2624,14,破魔反射,自身,0,0,0,破魔反射を得る,1,-,16
2625,14,呪殺耐性,自身,0,0,0,呪殺耐性を得る,1,-,8
2626,14,呪殺無効,自身,0,0,0,呪殺無効を得る,1,-,12
2627,14,呪殺吸収,自身,0,0,0,呪殺吸収を得る,1,-,20
2628,14,呪殺反射,自身,0,0,0,呪殺反射を得る,1,-,16
2629,14,毒耐性,自身,0,0,0,毒になる確率が50%減少する,1,-,4
2630,14,毒無効,自身,0,0,0,毒無効を得る,1,-,
2631,14,虚弱耐性,自身,0,0,0,虚弱になる確率が50%減少する,1,-,4
2632,14,虚弱無効,自身,0,0,0,虚弱無効を得る,1,-,12
2633,14,魔封耐性,自身,0,0,0,魔封になる確率が50%減少する,1,-,4
2634,14,魔封無効,自身,0,0,0,魔封無効を得る,1,-,12
2635,14,魅了耐性,自身,0,0,0,魅了になる確率が50%減少する,1,-,4
2636,14,魅了無効,自身,0,0,0,魅了無効を得る,1,-,12
2637,14,緊縛耐性,自身,0,0,0,緊縛になる確率が50%減少する,1,-,4
2638,14,緊縛無効,自身,0,0,0,緊縛無効を得る,1,-,12
2639,14,呪い耐性,自身,0,0,0,呪いになる確率が50%減少する,1,-,4
2640,14,呪い無効,自身,0,0,0,呪い無効を得る,1,-,12
2641,14,地獄のマスク,自身,0,0,0,状態異常になる確率が35%減少する,1,-,8
2642,14,奈落のマスク,自身,0,0,0,状態異常になる確率が60%減少する,1,-,16
2643,14,マレビト,自身,0,0,0,すべての状態異常にかからなくなる,1,-,0
2644,14,反撃,自身,0,50,0,50%の確率で威力50の反撃,1,-,6
2645,14,猛反撃,自身,0,100,0,50%の確率で威力100の反撃,1,-,12
2646,14,デスカウンター,自身,0,150,0,50%の確率で威力150の反撃,1,-,18
2647,14,タルカオート,自身,0,0,0,1ウェーブ目開始時、タルカジャが発動,1,-,12
2648,14,ラクカオート,自身,0,0,0,1ウェーブ目開始時、ラクカジャが発動,1,-,12
2649,14,スクカオート,自身,0,0,0,1ウェーブ目開始時、スクカジャが発動,1,-,12
2650,14,テトラカシフト,自身,0,0,0,後攻でバトルを開始するときテトラカーンが発動,1,-,18
2651,14,マカラカシフト,自身,0,0,0,後攻でバトルを開始するときマカラカーンが発動,1,-,18
2652,14,威圧の構え,自身,0,0,0,後攻でバトルを開始するとき敵のプレスターンアイコンを1減少,1,-,21
2653,14,物理ブースタ,自身,0,0,0,物理属性で与えるダメージが15%アップ,1,-,6
2654,14,物理ハイブースタ,自身,0,0,0,物理属性で与えるダメージが25%アップ,1,-,21
2655,14,火炎ブースタ,自身,0,0,0,火炎属性で与えるダメージが15%アップ,1,-,6
2656,14,氷結ブースタ,自身,0,0,0,氷結属性で与えるダメージが25%アップ,1,-,6
2657,14,電撃ブースタ,自身,0,0,0,電撃属性で与えるダメージが15%アップ,1,-,6
2658,14,電撃ハイブースタ,自身,0,0,0,電撃属性で与えるダメージが25%アップ,1,-,21
2659,14,衝撃ブースタ,自身,0,0,0,衝撃属性で与えるダメージが15%アップ,1,-,6
2660,14,衝撃ハイブースタ,自身,0,0,0,衝撃属性で与えるダメージが25%アップ,1,-,21
2661,14,破魔ブースタ,自身,0,0,0,破魔属性で与えるダメージが15%アップ,1,-,6
2662,14,呪殺ブースタ,自身,0,0,0,呪殺属性で与えるダメージが15%アップ,1,-,6
2663,14,呪殺ハイブースタ,自身,0,0,0,呪殺属性で与えるダメージが25%アップ,1,-,21
2664,14,回復ブースタ,自身,0,0,0,回復スキルの回復量が15%アップ,1,-,6
2665,14,回復ハイブースタ,自身,0,0,0,回復スキルの回復量が25%アップ,1,-,21
2666,14,物理貫通,自身,0,0,0,物理貫通を得る,1,-,32
2667,14,火炎貫通,自身,0,0,0,火炎貫通を得る,1,-,32
2668,14,衝撃貫通,自身,0,0,0,衝撃貫通を得る,1,-,32
2669,14,電撃貫通,自身,0,0,0,電撃貫通を得る,1,-,32
2670,14,一分の活泉,自身,0,0,0,最大HPが10%アップ,1,-,3
2671,14,二分の活泉,自身,0,0,0,最大HPが20%アップ,1,-,7
2672,14,三分の活泉,自身,0,0,0,最大HPが30%アップ,1,-,15
2673,14,一分の魔脈,自身,0,0,0,最大MPが1アップ,1,-,8
2674,14,二分の魔脈,自身,0,0,0,最大MPが2アップ,1,-,15
2675,14,初段の剛力,自身,0,0,0,力が5アップ,1,-,3
2676,14,初段の賢魔,自身,0,0,0,魔が5アップ,1,-,3
2677,14,初段の恵体,自身,0,0,0,体が5アップ,1,-,3
2678,14,初段の猛速,自身,0,0,0,速が5アップ,1,-,3
2679,14,初段の強運,自身,0,0,0,運が5アップ,1,-,3
2680,14,二段の剛力,自身,0,0,0,力が10アップ,1,-,13
2681,14,二段の賢魔,自身,0,0,0,魔が10アップ,1,-,13
2682,14,二段の恵体,自身,0,0,0,体が10アップ,1,-,13
2683,14,二段の猛速,自身,0,0,0,速が10アップ,1,-,13
2684,14,二段の強運,自身,0,0,0,運が10アップ,1,-,13
2685,14,三段の剛力,自身,0,0,0,力が15アップ,1,-,32
2686,14,三段の賢魔,自身,0,0,0,魔が15アップ,1,-,32
2687,14,三段の恵体,自身,0,0,0,体が15アップ,1,-,32
2688,14,三段の猛速,自身,0,0,0,速が15アップ,1,-,32
2689,14,三段の強運,自身,0,0,0,運が15アップ,1,-,32
2690,14,勝利の息吹,自身,0,0,0,ウェーブをまたぐときHPが30%回復する,1,-,6
2691,14,勝利のチャクラ,自身,0,0,0,ウェーブをまたぐときMPが10回復する,1,-,12
2692,14,無限のチャクラ,自身,0,0,0,MPの自然回復量が1増加する,1,-,18
2693,14,食いしばり,自身,0,0,0,自身が死亡するとき一度だけHP1で踏みとどまる,1,-,6
2694,14,不屈の闘志,自身,0,0,0,自身が死亡するとき一度だけHP200で踏みとどまる,1,-,12
2695,14,アヴァターラ,自身,0,0,0,自身が死亡するとき一度だけHP1で踏みとどまる。ウェーブをまたぐときHPが10%回復する,1,-,0
2696,14,自然治癒,自身,0,0,0,状態異常の自然回復率が20%アップ,1,-,8
2697,14,超自然治癒,自身,0,0,0,状態異常の自然回復率が30%アップ,1,-,16
2698,14,見切り,自身,0,0,0,物理回避率が10%アップ,1,-,4
2699,14,寸分の見切り,自身,0,0,0,物理回避率が20%アップ,1,-,16
2700,14,乱れ狂い,自身,0,0,0,状態異常にする確率が10%アップ,1,-,8
2701,14,狂い咲き,自身,0,0,0,状態異常にする確率が20%アップ,1,-,24
2702,14,コロシの愉悦,自身,0,0,0,クリティカル率が15%アップ,1,-,8
2703,14,ミナゴロシの愉悦,自身,0,0,0,クリティカル率が25%アップ,1,-,14
2704,14,野生の勘,自身,0,0,0,被クリティカル率が15%ダウン,1,-,8
2705,14,野獣の勘,自身,0,0,0,被クリティカル率が25%ダウン,1,-,14
2706,14,暗殺者,自身,0,0,0,単体攻撃スキルのダメージが10%アップ,1,-,8
2707,14,虐殺者,自身,0,0,0,全体攻撃スキルのダメージが10%アップ,1,-,8
2708,14,大虐殺者,自身,0,0,0,全体攻撃スキルのダメージが20%アップ,1,-,24
2709,14,毒追撃,自身,0,0,0,毒状態の敵に与えるダメージが30%アップ,1,-,13
2710,14,緊縛追撃,自身,0,0,0,緊縛状態の敵に与えるダメージが30%アップ,1,,13
2711,14,魔封追撃,自身,0,0,0,魔封状態の敵に与えるダメージが30%アップ,1,-,13
2712,14,魅了追撃,自身,0,0,0,魅了状態の敵に与えるダメージが30%アップ,1,-,13
2713,14,追い打ち,自身,0,0,0,敵の弱点をついたとき、ダメージがが10%アップ,1,-,12
2714,14,無慈悲な一撃,自身,0,0,0,敵の弱点をついたとき、ダメージがが20%アップ,1,-,12
2715,14,狂戦士,自身,0,0,0,敵に与えるダメージ10%アップ、自身が受けるダメージ20%アップ,1,-,18
2716,14,百発百中,自身,0,0,0,物理攻撃の命中率が10%アップ,1,-,4
2717,14,千発千中,自身,0,0,0,物理攻撃の命中率が20%アップ,1,-,16
2718,14,スピードスター,自身,0,0,0,悪魔のバトルスピードへの影響が50%アップ,1,-,10
2719,14,ステルス,自身,0,0,0,物理回避率20%アップ、食いしばり効果,1,-,0
2720,14,武道の素養,自身,0,0,0,物理ダメージ15%アップ、物理命中率15%アップ,1,-,0
2721,14,トリックスター,自身,0,0,0,敵の弱点をついたとき20%の確率でプレスターンを消費しない,1,-,0
2722,14,月の加護,自身,0,0,0,MPを消費するとき消費するMPが1減少,1,-,0
2723,14,コウウン,味方全体,0,0,0,バトルの悪魔の獲得経験値20%アップ、マッカ20%アップ,1,-,0
2724,14,毒床歩き,味方全体,0,0,0,アウラゲートの罠のダメージを25%減少,1,-,2
